accuracy,precision,recall,f1,loss,epoch,stage
0.4326710816777042,0.36544051571281977,0.4326710816777042,0.36390944261889613,1.2752430973381832,1,train
0.78,0.66,0.78,0.7125,1.0452919155359268,1,valid
0.7262693156732892,0.7242746358095453,0.7262693156732892,0.714968913045692,0.73770837280257,2,train
0.76,0.8319999999999999,0.76,0.7158089492207139,0.48931870236992836,2,valid
0.8410596026490066,0.8430390421450022,0.8410596026490066,0.8414803110151353,0.424819502080309,3,train
0.88,0.8881904761904761,0.88,0.8759151193633953,0.33432139083743095,3,valid
0.9072847682119205,0.907299573471773,0.9072847682119205,0.906827126974709,0.26662044278506575,4,train
0.92,0.9262222222222222,0.92,0.9182013118727115,0.27950367890298367,4,valid
0.9249448123620309,0.9254196561470426,0.9249448123620309,0.924919786186416,0.21300208250638739,5,train
0.88,0.8836562671045429,0.88,0.8797328079557181,0.3432347886264324,5,valid
0.9933774834437086,0.9934768211920529,0.9933774834437086,0.9933554260449812,0.04530496670511262,6,train
0.9,0.9011428571428571,0.9,0.8984702194357367,0.289783438667655,6,valid
0.9955849889624724,0.9956293609326988,0.9955849889624724,0.995575312456482,0.020757943215169782,7,train
0.94,0.94,0.94,0.94,0.21433936432003975,7,valid
0.9977924944812362,0.9978036434990076,0.9977924944812362,0.997790106854182,0.007361888090662402,8,train
0.92,0.9348251748251748,0.92,0.9225886939571152,0.26021959725767374,8,valid
1.0,1.0,1.0,1.0,0.006837093564360563,9,train
0.9,0.9011428571428571,0.9,0.8984702194357367,0.30293259175959975,9,valid
1.0,1.0,1.0,1.0,0.002218712863897712,10,train
0.92,0.9185221674876847,0.92,0.9185263157894736,0.23471293598413467,10,valid
0.9365079365079365,0.9366729694315902,0.9365079365079365,0.9362260911897716,0.22744451579637825,0,test
