accuracy,precision,recall,f1,loss,epoch,stage
0.423841059602649,0.3954256621575698,0.423841059602649,0.35033806464156614,1.3129184246063232,1,train
0.36,0.40333333333333327,0.36,0.34017391304347827,1.2636688947677612,1,valid
0.5298013245033113,0.6276849088580403,0.5298013245033113,0.4766439141085047,1.0884550511837006,2,train
0.56,0.31360000000000005,0.56,0.40205128205128204,1.0201701819896698,2,valid
0.6114790286975718,0.6688063163228726,0.6114790286975718,0.5688665305510914,0.8958779335021972,3,train
0.7,0.7856339057362075,0.7,0.7148549019607845,0.8156656920909882,3,valid
0.8167770419426048,0.8179995134195638,0.8167770419426048,0.8157107948374505,0.5324178496996562,4,train
0.78,0.8257915057915057,0.78,0.7378772338772339,0.4989923685789108,4,valid
0.8984547461368654,0.8988724830957944,0.8984547461368654,0.8968574037910111,0.2772034836312135,5,train
0.86,0.8781818181818182,0.86,0.8548146279949559,0.3429170846939087,5,valid
0.9624724061810155,0.9632051413831418,0.9624724061810155,0.9624944760063867,0.14250069707632065,6,train
0.86,0.8753246753246754,0.86,0.8568805620608899,0.24940896034240723,6,valid
0.977924944812362,0.9782396778846386,0.977924944812362,0.9778745506961819,0.07520520041386286,7,train
0.92,0.924,0.92,0.9185221674876847,0.19066447019577026,7,valid
0.9933774834437086,0.99338863246148,0.9933774834437086,0.9933742463186483,0.03710677276055018,8,train
0.88,0.8896428571428572,0.88,0.875076923076923,0.36439505219459534,8,valid
0.9977924944812362,0.9978036434990076,0.9977924944812362,0.997789257356176,0.019681563042104243,9,train
0.9,0.9,0.9,0.9,0.35406576097011566,9,valid
1.0,1.0,1.0,1.0,0.009894857307275136,10,train
0.9,0.9104615384615384,0.9,0.9029629629629629,0.35638437420129776,10,valid
0.9126984126984127,0.9162130338181658,0.9126984126984127,0.9120722755505365,0.2736514210700989,0,test
