accuracy,precision,recall,f1,loss,epoch,stage
0.4900662251655629,0.4714414228775416,0.4900662251655629,0.41388195958609664,1.2221482375572468,1,train
0.7,0.7380000000000001,0.7,0.6426856803327392,0.8455344289541245,1,valid
0.7152317880794702,0.7059089219895915,0.7152317880794702,0.7004733522296814,0.7871769820821697,2,train
0.68,0.7357575757575758,0.68,0.6510009643201543,0.6316449493169785,2,valid
0.7947019867549668,0.7895973664764753,0.7947019867549668,0.788055209159959,0.5538236211086142,3,train
0.82,0.8304761904761905,0.82,0.8182857142857144,0.4295194149017334,3,valid
0.9205298013245033,0.921319432850403,0.9205298013245033,0.9200278100591798,0.2973586069098834,4,train
0.86,0.8596190476190476,0.86,0.8580689655172413,0.3143951762467623,4,valid
0.9205298013245033,0.921658537554156,0.9205298013245033,0.9209560053404782,0.2400519880626736,5,train
0.92,0.9228571428571428,0.92,0.9201025641025642,0.26909485273063183,5,valid
0.9823399558498896,0.9826192865993535,0.9823399558498896,0.9823225236398274,0.07563468367503635,6,train
0.9,0.9,0.9,0.8987692307692308,0.2699884921312332,6,valid
0.9889624724061811,0.9891381942385205,0.9889624724061811,0.9889227489280735,0.05516267905076002,7,train
0.92,0.9222222222222223,0.92,0.919921568627451,0.2851103823632002,7,valid
0.9911699779249448,0.9912272679491223,0.9911699779249448,0.991147317544435,0.035311951960340655,8,train
0.88,0.8792118226600985,0.88,0.8788771929824561,0.402079944498837,8,valid
0.8968253968253969,0.8956506254209917,0.8968253968253969,0.8958995338177198,0.2800285564735532,0,test
