accuracy,precision,recall,f1,loss,epoch,stage
0.4282560706401766,0.42787050234299073,0.4282560706401766,0.346303899457413,1.2968628803888957,1,train
0.52,0.47663865546218487,0.52,0.4730557184750732,1.2110520005226135,1,valid
0.5298013245033113,0.47731039998564456,0.5298013245033113,0.4806607524534666,1.1024796962738037,2,train
0.54,0.35555555555555557,0.54,0.42351949420442564,1.0017257630825043,2,valid
0.6070640176600441,0.6730344998125014,0.6070640176600441,0.534737618400143,0.9524525920550029,3,train
0.76,0.7666666666666667,0.76,0.7565714285714286,0.8533639311790466,3,valid
0.7483443708609272,0.7523321424084628,0.7483443708609272,0.7305119531577524,0.7228231012821198,4,train
0.8,0.8371428571428572,0.8,0.7837727272727273,0.5799365937709808,4,valid
0.8300220750551877,0.8290901645225003,0.8300220750551877,0.8226644129234779,0.4951194653908412,5,train
0.86,0.8629761904761906,0.86,0.8553766233766232,0.4468758851289749,5,valid
0.891832229580574,0.8919520543115181,0.891832229580574,0.8900109340144858,0.35735997060934704,6,train
0.82,0.855448275862069,0.82,0.8217987275882013,0.5369855910539627,6,valid
0.9381898454746137,0.9388938405110447,0.9381898454746137,0.9374981649523917,0.26097464660803477,7,train
0.86,0.8586666666666666,0.86,0.8551239105721865,0.3332425057888031,7,valid
0.9492273730684326,0.9490217625876227,0.9492273730684326,0.9487422163749865,0.17369487533966702,8,train
0.86,0.8629761904761906,0.86,0.8553766233766232,0.3344370573759079,8,valid
0.9602649006622517,0.9604724719820132,0.9602649006622517,0.9601769218190687,0.1272441623111566,9,train
0.9,0.8999999999999999,0.9,0.8987692307692308,0.29449325054883957,9,valid
0.9867549668874173,0.9868397235436819,0.9867549668874173,0.9867503293074459,0.08594723505278429,10,train
0.92,0.9213793103448276,0.92,0.9196172248803828,0.2712862119078636,10,valid
0.9889624724061811,0.9890484653857711,0.9889624724061811,0.988976832236896,0.05070992757876714,11,train
0.9,0.9,0.9,0.9,0.2719271704554558,11,valid
0.9977924944812362,0.9978036434990076,0.9977924944812362,0.997789257356176,0.022049437959988913,12,train
0.9,0.9011428571428571,0.9,0.8984702194357367,0.32079242169857025,12,valid
1.0,1.0,1.0,1.0,0.017224871180951597,13,train
0.9,0.9,0.9,0.8987692307692308,0.28884778171777725,13,valid
0.9206349206349206,0.9223992801579007,0.9206349206349206,0.9196758953870108,0.31752818636596203,0,test
