accuracy,precision,recall,f1,loss,epoch,stage
0.4768211920529801,0.43141313052237024,0.4768211920529801,0.4221926689507523,1.2018546359292392,1,train
0.76,0.7478787878787879,0.76,0.735558867362146,0.8506931662559509,1,valid
0.8057395143487859,0.8096498956179516,0.8057395143487859,0.8013351218143842,0.6178218362660244,2,train
0.8,0.8015238095238096,0.8,0.772027972027972,0.535330094397068,2,valid
0.8852097130242825,0.8873317837474615,0.8852097130242825,0.8835673729931696,0.3499161272213377,3,train
0.8,0.8230370370370369,0.8,0.800964368964369,0.5824654325842857,3,valid
0.9470198675496688,0.947233644389571,0.9470198675496688,0.9466704636257629,0.19305619533205853,4,train
0.82,0.8327058823529412,0.82,0.8092803970223323,0.41821615770459175,4,valid
0.9735099337748344,0.9737891754790591,0.9735099337748344,0.9734376229284388,0.11770667309134171,5,train
0.84,0.840536398467433,0.84,0.8372784903435057,0.41231754049658775,5,valid
0.9933774834437086,0.9934012200621899,0.9933774834437086,0.993373681951306,0.062204075656060516,6,train
0.8,0.8025454545454545,0.8,0.7901243019275804,0.42516084387898445,6,valid
0.9933774834437086,0.9933997814792518,0.9933774834437086,0.9933806844382209,0.0357493836240008,7,train
0.82,0.832923076923077,0.82,0.8244444444444444,0.5820465870201588,7,valid
1.0,1.0,1.0,1.0,0.017233886242169757,8,train
0.8,0.8067586206896551,0.8,0.7963562753036436,0.5193341635167599,8,valid
0.9285714285714286,0.9294316973493728,0.9285714285714286,0.9286347620982813,0.23043881077319384,0,test
