accuracy,precision,recall,f1,loss,epoch,stage
0.46578366445916114,0.4392586044961347,0.46578366445916114,0.3999098940891307,1.2733184576034546,1,train
0.68,0.6826666666666666,0.68,0.6802139037433156,1.0779542922973633,1,valid
0.7615894039735099,0.7737313823899677,0.7615894039735099,0.7560520133799719,0.7837469339370727,2,train
0.76,0.8178947368421052,0.76,0.7168142968142969,0.7335662245750427,2,valid
0.8388520971302428,0.8505064269786492,0.8388520971302428,0.8324814938559238,0.5100237687428792,3,train
0.8,0.8243097643097641,0.8,0.806559125085441,0.6258166432380676,3,valid
0.8852097130242825,0.8833343367449327,0.8852097130242825,0.8822591479069309,0.3612620880206426,4,train
0.76,0.7947350427350428,0.76,0.7634908664320429,0.654795914888382,4,valid
0.9249448123620309,0.9256721911106867,0.9249448123620309,0.9247444898288864,0.26674987773100534,5,train
0.84,0.8504761904761905,0.84,0.8382857142857144,0.5383765399456024,5,valid
0.9668874172185431,0.9679082307838537,0.9668874172185431,0.9664437834774052,0.16663088997205097,6,train
0.82,0.8327058823529412,0.82,0.8092803970223323,0.538621187210083,6,valid
0.9713024282560706,0.9717687880027223,0.9713024282560706,0.9712215214487838,0.11935164853930473,7,train
0.82,0.8227586206896551,0.82,0.8184549609317411,0.4289420545101166,7,valid
0.9933774834437086,0.9934010298901731,0.9933774834437086,0.993367055212124,0.0612756951401631,8,train
0.8,0.8013333333333335,0.8,0.7941613356217817,0.47634558379650116,8,valid
0.9955849889624724,0.9956198745987251,0.9955849889624724,0.9955729239806255,0.04485906598468622,9,train
0.82,0.8227586206896551,0.82,0.8184549609317411,0.48032669723033905,9,valid
0.9955849889624724,0.9956293609326988,0.9955849889624724,0.995575312456482,0.028936694283038376,10,train
0.82,0.8293333333333333,0.82,0.8209523809523809,0.4555923342704773,10,valid
0.9285714285714286,0.9291304113338011,0.9285714285714286,0.9285310969073697,0.23647076822817326,0,test
