accuracy,precision,recall,f1,loss,epoch,stage
0.4105960264900662,0.3432989465011453,0.4105960264900662,0.3216951399195796,1.3216190872521236,1,train
0.52,0.5624242424242424,0.52,0.5189589358010411,1.2287676632404327,1,valid
0.4966887417218543,0.4466253434936789,0.4966887417218543,0.4242402826098804,1.153302618141832,2,train
0.56,0.31360000000000005,0.56,0.40205128205128204,0.9507205188274384,2,valid
0.5320088300220751,0.5995527570102498,0.5320088300220751,0.43047695346062803,1.0692328522945274,3,train
0.62,0.6136170212765957,0.62,0.5136888888888889,0.9381139725446701,3,valid
0.6556291390728477,0.7315523107537312,0.6556291390728477,0.6074635306267654,0.9759090809986509,4,train
0.68,0.6363636363636364,0.68,0.6028282828282828,0.8227687776088715,4,valid
0.6754966887417219,0.7799493888978626,0.6754966887417219,0.6345901829654641,0.8910373510985539,5,train
0.74,0.7476923076923078,0.74,0.6906160108548168,0.7942852675914764,5,valid
0.7549668874172185,0.8270274488817536,0.7549668874172185,0.7319570919754385,0.8064143554917698,6,train
0.74,0.7578947368421052,0.74,0.7078787878787878,0.7092390358448029,6,valid
0.7792494481236203,0.824832474611334,0.7792494481236203,0.761532298388774,0.7207455306217588,7,train
0.8,0.8126406926406926,0.8,0.7948782146814933,0.7113203555345535,7,valid
0.8388520971302428,0.865917108810276,0.8388520971302428,0.8273665592563381,0.6532192363821226,8,train
0.8,0.8526315789473685,0.8,0.7696969696969697,0.6063539683818817,8,valid
0.8719646799116998,0.888232588841276,0.8719646799116998,0.868703171255189,0.5880513499523031,9,train
0.82,0.8637837837837838,0.82,0.7964009324009322,0.5578788369894028,9,valid
0.8896247240618101,0.904450062544073,0.8896247240618101,0.8875229845436876,0.5427827670656401,10,train
0.84,0.8755555555555555,0.84,0.8203496503496504,0.5012714043259621,10,valid
0.8962472406181016,0.9017419988398009,0.8962472406181016,0.8933331759354353,0.5005123281273348,11,train
0.78,0.842051282051282,0.78,0.7393324287652646,0.4613770470023155,11,valid
0.8940397350993378,0.9054416008581224,0.8940397350993378,0.8905889723171099,0.4712442282972665,12,train
0.82,0.8637837837837838,0.82,0.7964009324009322,0.4498894438147545,12,valid
0.9249448123620309,0.9304980008812244,0.9249448123620309,0.9242860572243796,0.43661656359146384,13,train
0.9,0.9151515151515152,0.9,0.8900983606557377,0.42458008974790573,13,valid
0.9337748344370861,0.937636906521248,0.9337748344370861,0.9323561697561886,0.38470581584963304,14,train
0.88,0.8858333333333333,0.88,0.8754285714285713,0.4096669480204582,14,valid
0.9470198675496688,0.9511280905000195,0.9470198675496688,0.9463697130944196,0.35092116943721113,15,train
0.92,0.9244444444444444,0.92,0.9210980392156862,0.43240153044462204,15,valid
0.9536423841059603,0.9556123406157866,0.9536423841059603,0.9532326474350697,0.32225125565611085,16,train
0.92,0.9244444444444444,0.92,0.9210980392156862,0.412966713309288,16,valid
0.9492273730684326,0.9518800896167746,0.9492273730684326,0.9489577457620334,0.3176512630849049,17,train
0.9,0.9029629629629629,0.9,0.9008556149732619,0.4141097068786621,17,valid
0.8253968253968254,0.8459905174190889,0.8253968253968254,0.8157250505215169,0.4728608503937721,0,test
