accuracy,precision,recall,f1,loss,epoch,stage
0.543046357615894,0.5297295195198064,0.543046357615894,0.5022344486777512,1.127229119169301,1,train
0.78,0.8088391608391607,0.78,0.7802044578515165,0.8297382444143295,1,valid
0.8300220750551877,0.8275516988342332,0.8300220750551877,0.828031309708954,0.49872182823460676,2,train
0.84,0.8504999999999999,0.84,0.8283956043956041,0.5198058113455772,2,valid
0.9183222958057395,0.9205795534723454,0.9183222958057395,0.9175570500331806,0.2420961384115548,3,train
0.82,0.8416157635467979,0.82,0.8153306342780027,0.495907187461853,3,valid
0.9668874172185431,0.9671892674250182,0.9668874172185431,0.9667385779293232,0.13484022413091412,4,train
0.86,0.8880000000000001,0.86,0.8497777777777779,0.42372312396764755,4,valid
0.9801324503311258,0.9803201386048411,0.9801324503311258,0.9801050770703454,0.07739767666649201,5,train
0.86,0.8696774193548387,0.86,0.8566362451108215,0.37180671840906143,5,valid
0.9955849889624724,0.9956198745987251,0.9955849889624724,0.9955787998430157,0.02644649738895482,6,train
0.84,0.8401536098310293,0.84,0.8358450363196126,0.4203600753098726,6,valid
1.0,1.0,1.0,1.0,0.010386717144464111,7,train
0.82,0.82,0.82,0.8170443349753695,0.4439344294369221,7,valid
1.0,1.0,1.0,1.0,0.006010021958179001,8,train
0.84,0.8438095238095237,0.84,0.8409411764705882,0.6199246719479561,8,valid
0.9365079365079365,0.9381051587301588,0.9365079365079365,0.9362740605190992,0.22327655786648393,0,test
