accuracy,precision,recall,f1,loss,epoch,stage
0.4326710816777042,0.3594402103081373,0.4326710816777042,0.35335330600231263,1.2728810762536937,1,train
0.58,0.44,0.58,0.4415584415584416,1.0366332828998566,1,valid
0.6512141280353201,0.6654525386313466,0.6512141280353201,0.606249322945204,0.8664504577373636,2,train
0.72,0.6533333333333333,0.72,0.6443636363636364,0.6306927874684334,2,valid
0.8057395143487859,0.8039873347158116,0.8057395143487859,0.8015450001881199,0.5209784410123167,3,train
0.8,0.8262626262626263,0.8,0.7733924783027964,0.5010067597031593,3,valid
0.8763796909492274,0.8759231843488415,0.8763796909492274,0.8749285821607811,0.34266852741611414,4,train
0.86,0.8667857142857143,0.86,0.8559999999999998,0.28515318781137466,4,valid
0.9293598233995585,0.9289025472676753,0.9293598233995585,0.9290058336815301,0.21522128588423647,5,train
0.94,0.94,0.94,0.94,0.2502709738910198,5,valid
0.9624724061810155,0.9627024829036296,0.9624724061810155,0.962493019559979,0.1063105499307657,6,train
0.84,0.8618487394957984,0.84,0.8314995112414468,0.2558606178499758,6,valid
0.9977924944812362,0.9978036434990076,0.9977924944812362,0.997790106854182,0.03529219785384063,7,train
0.94,0.94,0.94,0.94,0.15722018387168646,7,valid
0.9955849889624724,0.9955849889624724,0.9955849889624724,0.9955849889624724,0.0175251511150393,8,train
0.92,0.9185221674876847,0.92,0.9185263157894736,0.1772099146619439,8,valid
1.0,1.0,1.0,1.0,0.005286736783154052,9,train
0.92,0.9185221674876847,0.92,0.9185263157894736,0.18253785744309425,9,valid
1.0,1.0,1.0,1.0,0.004444449738567245,10,train
0.94,0.94,0.94,0.94,0.17140223179012537,10,valid
0.9365079365079365,0.937883597883598,0.9365079365079365,0.9363136863136864,0.21253267815336585,0,test
